service_id,date,exception_type
17,20171123,2
17,20171225,2
17,20180101,2
17,20180115,2
17,20180219,2
18,20171123,2
18,20171225,2
18,20180101,2
18,20180115,2
18,20180219,2
19,20171123,2
19,20171225,2
19,20180101,2
19,20180115,2
19,20180219,2
20,20171123,2
20,20171225,2
20,20180101,2
20,20180115,2
20,20180219,2
